State,IncRate,DivIndex,Black,Indians,Asian,Hawaiian,Races,Latino,White
TX,58146,0.575457,3.0,0.8,4.9,0.0,1.1,47.6,44.1
TX,58146,0.227798,1.5,0.8,0.6,0.1,1.6,8.8,87.4
TX,58146,0.206384,0.8,0.6,0.8,0.1,0.5,88.5,10.1
TX,58146,0.58605,16.9,1.2,0.9,0.2,2.2,23.0,57.6
TX,58146,0.233621,0.8,1.3,0.5,0.0,1.4,9.5,87.0
TX,58146,0.383902,17.4,0.6,0.4,0.0,1.5,4.3,76.4
TX,58146,0.491073,2.6,1.7,0.6,0.0,0.9,62.3,34.6
TX,58146,0.474088,8.3,1.1,1.3,0.1,1.4,20.6,69.0
TX,58146,0.5481699999999999,14.9,1.6,0.6,0.0,1.8,21.7,61.8
TX,58146,0.558921,10.2,0.7,0.8,0.0,1.2,29.3,58.7
TX,58146,0.168506,1.0,1.5,0.2,0.0,1.9,5.2,91.0
TX,58146,0.534065,4.8,2.5,0.3,0.2,1.0,56.3,38.2
TX,58146,0.381524,1.1,2.1,0.3,0.0,1.2,21.5,75.6
TX,58146,0.36196300000000003,2.8,1.3,0.5,0.0,1.7,17.3,77.9
TX,58146,0.578365,9.4,0.7,12.3,0.1,2.4,15.0,61.2
TX,58146,0.527085,6.0,2.4,0.5,0.0,1.7,32.0,60.5
TX,58146,0.564287,13.3,1.0,0.7,0.1,1.2,27.9,58.3
TX,58146,0.44746899999999995,2.1,0.8,1.0,0.1,1.6,26.2,69.5
TX,58146,0.41806499999999996,0.9,1.2,0.3,0.0,0.9,26.8,71.4
TX,58146,0.520625,2.5,0.6,0.4,0.1,1.4,54.5,42.6
TX,58146,0.37454499999999996,3.2,1.3,1.0,0.0,1.7,16.7,77.2
TX,58146,0.576055,17.2,1.2,2.2,0.8,4.1,17.2,60.2
TX,58146,0.502624,10.1,0.7,0.1,0.1,1.2,23.8,65.6
TX,58146,0.512567,3.6,1.3,0.6,0.1,1.1,60.1,35.3
TX,58146,0.472156,1.7,1.8,0.8,0.1,0.9,64.2,33.9
TX,58146,0.538474,4.4,1.2,0.1,0.1,1.6,53.8,41.2
TX,58146,0.409028,1.1,2.6,1.3,0.0,2.5,73.4,22.5
TX,58146,0.535203,1.9,1.9,0.8,0.1,1.9,42.5,53.2
TX,58146,0.69039,23.1,1.1,5.7,0.1,1.7,39.0,31.7
TX,58146,0.553319,7.1,1.2,0.7,0.1,1.3,54.9,37.4
TX,58146,0.561553,9.6,0.9,0.4,0.0,1.3,33.8,56.1
TX,58146,0.43389399999999995,1.9,1.7,0.5,0.1,1.0,69.9,27.7
TX,58146,0.327473,7.5,1.8,0.8,0.0,2.8,6.9,81.3
TX,58146,0.5588310000000001,9.4,0.9,7.3,0.1,2.4,18.9,62.5
TX,58146,0.508792,5.7,2.3,1.0,0.1,1.7,29.6,63.2
TX,58146,0.25437,1.7,0.8,0.6,0.0,0.7,85.4,12.6
TX,58146,0.304228,4.7,0.7,0.4,0.1,1.4,10.5,82.6
TX,58146,0.206504,1.4,0.7,0.3,0.1,0.4,88.5,10.0
TX,58146,0.334216,2.3,1.2,0.5,0.1,1.1,15.8,80.0
TX,58146,0.5400020000000001,4.8,1.4,1.0,0.2,1.3,56.4,37.3
TX,58146,0.510336,0.8,2.1,0.7,0.0,0.5,54.6,43.7
TX,58146,0.32201199999999996,4.0,1.0,1.3,0.2,1.3,81.1,13.5
TX,58146,0.5181140000000001,9.4,0.8,0.7,0.1,1.6,24.6,64.2
TX,58146,0.38088299999999997,1.6,1.4,0.8,0.1,1.4,20.2,76.0
TX,58146,0.61956,25.2,0.9,0.5,0.1,1.6,22.2,51.7
TX,58146,0.349068,7.0,1.2,0.6,0.1,2.1,10.1,79.7
TX,58146,0.42817,6.8,1.2,0.4,0.1,1.0,19.6,72.7
TX,58146,0.465557,3.8,1.0,0.3,0.0,1.7,27.5,67.6
TX,58146,0.5256069999999999,3.9,1.3,0.3,0.0,0.6,55.7,40.3
TX,58146,0.38953699999999997,4.9,0.4,0.7,0.0,1.1,17.4,76.0
TX,58146,0.736427,21.2,0.6,18.4,0.1,2.0,24.0,35.6
TX,58146,0.34281999999999996,4.5,1.1,0.7,0.0,1.5,13.4,79.8
TX,58146,0.49836,16.8,1.4,0.8,0.0,1.6,14.6,67.2
TX,58146,0.363501,3.9,0.8,2.3,0.0,0.8,78.0,16.1
TX,58146,0.5096069999999999,2.1,1.0,0.5,0.0,1.3,38.7,58.3
TX,58146,0.5846020000000001,13.7,0.8,3.3,0.1,1.9,23.5,58.3
TX,58146,0.565915,7.3,0.7,0.2,0.1,0.7,48.3,44.2
TX,58146,0.363,0.6,1.2,0.5,0.1,0.8,21.3,76.9
TX,58146,0.472771,1.8,0.7,0.1,0.2,0.5,32.5,64.9
TX,58146,0.530362,5.5,0.9,0.4,0.0,1.2,35.4,58.4
TX,58146,0.565984,7.7,1.6,0.5,0.1,1.0,49.1,43.2
TX,58146,0.490496,5.3,1.3,0.6,0.0,2.0,26.3,66.1
TX,58146,0.382844,6.1,1.8,1.1,0.1,2.4,12.2,77.3
TX,58146,0.572375,20.3,0.9,1.3,0.1,1.8,17.5,59.6
TX,58146,0.567388,16.5,0.8,0.5,0.1,1.4,22.6,59.5
TX,58146,0.580362,7.7,1.0,1.7,0.2,2.4,36.6,52.8
TX,58146,0.533668,5.9,1.6,0.5,0.1,1.2,58.0,35.5
TX,58146,0.550134,7.8,1.2,0.4,0.1,1.2,34.6,56.9
TX,58146,0.242211,0.9,1.7,0.5,0.0,0.9,11.2,86.3
TX,58146,0.514744,0.9,1.8,0.4,0.0,0.9,45.5,52.7
TX,58146,0.45635699999999996,6.3,1.0,0.4,0.0,2.3,21.5,70.2
TX,58146,0.235096,5.8,0.5,0.7,0.0,1.1,5.2,87.1
TX,58146,0.6821229999999999,19.5,1.1,6.8,0.1,1.7,41.6,31.9
TX,58146,0.5289699999999999,22.4,1.3,0.7,0.1,1.5,12.1,63.7
TX,58146,0.495291,7.5,0.7,0.7,0.0,0.8,24.9,66.1
TX,58146,0.461653,4.5,0.9,0.6,0.0,1.9,25.0,68.8
TX,58146,0.540343,4.0,1.2,1.4,0.2,2.0,36.7,56.8
TX,58146,0.46685600000000005,0.7,1.2,0.9,0.1,0.7,31.6,65.8
TX,58146,0.350927,6.6,0.8,0.6,0.1,1.6,11.8,79.4
TX,58146,0.166345,0.8,0.5,1.1,0.0,0.4,91.0,7.3
TX,58146,0.43871800000000005,7.0,0.8,0.5,0.1,1.6,19.4,72.0
TX,58146,0.54735,4.1,1.4,0.4,0.0,1.2,46.2,48.7
TX,58146,0.250934,0.8,1.0,0.7,0.1,1.2,11.2,85.8
TX,58146,0.41456899999999997,7.4,1.0,0.6,0.1,1.9,16.1,74.4
TX,58146,0.539116,26.1,0.6,0.6,0.0,1.1,10.9,61.7
TX,58146,0.568861,7.0,1.5,1.1,0.1,1.6,39.4,52.0
TX,58146,0.353713,1.6,1.4,0.8,0.0,1.1,77.9,19.7
TX,58146,0.424854,8.4,1.2,1.2,0.2,1.9,14.6,73.9
TX,58146,0.4329,2.8,2.0,0.5,0.1,2.3,22.0,71.9
TX,58146,0.445284,1.9,0.5,0.3,0.0,1.8,26.9,69.4
TX,58146,0.35684,4.2,1.0,0.5,0.1,0.9,15.8,78.5
TX,58146,0.533163,7.5,0.8,0.6,0.0,1.4,31.0,60.4
TX,58146,0.405884,16.5,0.7,0.7,0.1,1.4,6.4,75.0
TX,58146,0.49339399999999994,1.6,0.8,0.4,0.0,1.9,34.5,62.2
TX,58146,0.661628,34.4,1.0,3.8,0.1,1.5,18.5,42.9
TX,58146,0.147644,0.6,0.5,0.6,0.0,0.7,92.1,6.3
TX,58146,0.33402,0.9,1.0,0.6,0.1,0.7,79.3,19.2
TX,58146,0.40142100000000003,3.1,1.0,0.8,0.5,1.7,19.4,74.8
TX,58146,0.551138,13.0,1.2,0.7,0.0,1.4,26.3,60.2
TX,58146,0.576124,9.3,1.2,0.3,0.0,0.7,51.2,39.1
TX,58146,0.49026099999999995,10.7,1.0,1.1,0.1,1.8,18.8,68.0
TX,58146,0.386932,1.0,0.7,1.0,0.1,1.5,21.7,75.2
TX,58146,0.390945,4.1,1.5,0.5,0.0,0.2,75.2,20.4
TX,58146,0.332214,1.2,1.2,0.0,0.1,1.4,17.0,79.9
TX,58146,0.435695,2.1,1.1,1.0,0.1,1.7,25.2,70.7
TX,58146,0.41435,0.5,1.2,0.8,0.2,0.6,25.6,72.1
TX,58146,0.342505,0.0,1.4,0.0,0.0,3.5,16.5,79.3
TX,58146,0.514351,2.0,1.0,0.7,0.2,1.4,57.0,40.0
TX,58146,0.43945,4.4,0.9,2.4,0.2,1.4,71.4,21.9
TX,58146,0.527048,6.0,1.1,0.2,0.1,2.1,32.8,60.1
TX,58146,0.261648,1.0,0.8,0.2,0.0,0.6,84.8,13.8
TX,58146,0.408744,13.5,1.6,0.7,0.0,2.6,7.1,75.3
TX,58146,0.542523,5.1,1.9,0.3,0.1,1.5,53.8,40.6
TX,58146,0.420595,4.0,1.1,1.3,0.3,2.9,18.7,73.6
TX,58146,0.40931799999999996,7.2,0.6,0.4,0.1,1.2,17.4,74.5
TX,58146,0.522405,11.2,1.1,0.5,0.2,1.4,23.2,64.1
TX,58146,0.386204,7.5,0.7,0.8,0.0,1.3,14.0,76.7
TX,58146,0.49331,10.9,1.0,0.7,0.1,1.5,19.7,67.5
TX,58146,0.559616,18.0,1.1,0.5,0.1,1.4,20.4,60.5
TX,58146,0.47636300000000004,1.8,1.9,0.4,0.2,2.4,31.6,65.0
TX,58146,0.536361,4.8,1.2,0.7,0.0,0.9,36.9,57.0
TX,58146,0.22181700000000001,1.2,0.9,0.6,0.0,1.2,9.3,87.7
TX,58146,0.344414,0.0,3.2,0.0,0.0,0.0,17.9,78.9
TX,58146,0.5700890000000001,7.8,1.1,2.3,0.1,1.6,33.4,55.8
TX,58146,0.53385,2.5,1.8,0.3,0.0,1.6,47.0,49.4
TX,58146,0.5916,20.3,1.1,0.8,0.1,1.6,21.8,56.5
TX,58146,0.44541499999999995,22.0,1.1,0.6,0.0,2.2,3.8,71.0
TX,58146,0.529058,2.1,1.1,0.7,0.1,1.1,44.7,52.0
TX,58146,0.382424,1.0,0.5,0.2,0.2,0.9,23.1,75.1
TX,58146,0.612762,11.4,1.2,2.2,0.1,1.3,40.0,46.2
TX,58146,0.094273,0.6,1.5,0.5,0.0,0.4,95.1,3.2
TX,58146,0.47598199999999996,2.6,1.0,0.5,0.0,1.2,31.3,65.2
TX,58146,0.58121,15.0,1.1,1.6,0.1,1.8,24.8,57.8
TX,58146,0.49896899999999994,1.0,0.5,0.5,0.0,3.0,36.6,60.5
TX,58146,0.53763,2.9,0.9,0.9,0.1,1.1,50.6,45.3
TX,58146,0.482363,1.4,1.4,0.2,0.0,0.7,35.4,62.6
TX,58146,0.5758810000000001,6.8,1.1,1.6,0.1,1.4,41.1,50.0
TX,58146,0.517065,10.1,1.3,0.6,0.0,1.2,24.8,64.1
TX,58146,0.32426,0.9,1.0,0.2,0.0,1.1,17.5,80.3
TX,58146,0.601006,12.8,1.5,0.6,0.0,1.6,38.7,48.2
TX,58146,0.23879099999999998,0.6,1.3,0.6,0.0,1.4,10.4,86.6
TX,58146,0.467128,4.7,1.0,2.6,0.1,1.7,21.9,69.4
TX,58146,0.5840920000000001,2.7,1.5,7.8,0.2,1.2,52.9,35.9
TX,58146,0.5068,22.8,1.1,0.5,0.1,1.9,8.8,65.8
TX,58146,0.323368,2.1,1.5,0.8,0.0,0.2,15.7,80.7
TX,58146,0.5665399999999999,18.4,0.9,1.5,0.1,1.6,18.5,60.4
TX,58146,0.575335,14.0,1.1,0.8,0.8,1.6,25.2,58.4
TX,58146,0.4194,20.8,0.8,0.6,0.0,1.6,3.4,73.2
TX,58146,0.5311939999999999,5.3,1.0,0.6,0.0,1.4,35.3,58.4
TX,58146,0.514446,4.4,0.8,1.9,0.1,1.4,62.0,31.4
TX,58146,0.522061,0.9,1.5,0.7,0.0,1.2,51.2,46.4
TX,58146,0.355049,3.7,0.9,1.0,0.0,1.6,14.9,78.8
TX,58146,0.315369,8.6,0.7,1.0,0.1,1.4,6.7,82.0
TX,58146,0.383081,2.4,0.9,0.7,0.1,1.4,19.6,76.0
TX,58146,0.428968,16.0,0.7,0.5,0.1,1.8,8.8,73.3
TX,58146,0.27770500000000004,2.0,0.9,0.7,0.1,1.6,11.2,84.2
TX,58146,0.48833699999999997,1.6,1.7,0.6,0.3,1.1,61.4,36.6
TX,58146,0.46930200000000005,4.3,1.1,1.1,0.1,0.9,67.5,27.0
TX,58146,0.455449,11.4,2.2,0.7,0.1,1.4,14.0,71.5
TX,58146,0.62912,10.8,1.3,4.6,0.1,2.0,36.7,47.1
TX,58146,0.304701,1.4,1.4,1.5,0.0,0.9,82.0,14.9
TX,58146,0.247261,2.9,1.0,0.7,0.0,1.6,8.2,86.3
TX,58146,0.396495,3.0,0.9,1.7,0.1,1.6,18.7,75.3
TX,58146,0.47388900000000006,3.4,1.0,0.6,0.0,2.1,65.3,31.3
TX,58146,0.44248999999999994,1.0,1.7,0.2,0.4,1.8,26.9,69.6
TX,58146,0.425545,17.4,1.5,0.3,0.0,1.7,7.0,73.4
TX,58146,0.404966,5.4,0.8,1.0,0.1,0.8,74.5,19.2
TX,58146,0.5686220000000001,6.8,1.0,0.8,0.0,1.4,48.7,43.5
TX,58146,0.29376399999999997,0.7,0.5,0.2,0.0,3.1,13.4,82.9
TX,58146,0.577508,21.3,0.9,0.8,0.0,1.5,19.2,58.3
TX,58146,0.437303,6.1,0.7,2.7,0.1,1.8,16.7,72.8
TX,58146,0.491683,2.6,1.5,0.6,0.0,1.0,33.6,62.8
TX,58146,0.522781,17.6,1.0,0.6,0.1,1.6,15.7,64.9
TX,58146,0.24099299999999999,7.5,0.8,0.4,0.0,1.3,3.8,86.7
TX,58146,0.47043199999999996,22.6,0.6,0.4,0.0,1.4,7.0,68.8
TX,58146,0.40558099999999997,10.5,0.9,0.6,0.0,1.9,12.0,75.4
TX,58146,0.52578,2.1,0.9,1.1,0.1,1.4,55.4,40.8
TX,58146,0.47730900000000004,3.6,1.3,0.3,0.0,1.4,29.0,66.1
TX,58146,0.523098,1.8,0.6,0.4,0.0,1.7,50.9,46.6
TX,58146,0.543962,5.2,1.2,0.8,0.1,1.4,38.5,55.2
TX,58146,0.243114,1.3,0.7,0.3,0.1,1.5,10.8,86.3
TX,58146,0.5345489999999999,17.6,0.9,0.7,0.0,1.2,17.6,63.5
TX,58146,0.5126149999999999,0.9,1.5,0.5,0.0,1.0,42.3,55.5
TX,58146,0.558215,17.9,0.8,1.4,0.1,1.5,18.3,61.3
TX,58146,0.368242,1.2,1.3,0.9,0.1,2.1,19.1,77.1
TX,58146,0.082592,0.4,0.3,0.3,0.0,0.2,95.7,3.9
TX,58146,0.405812,2.5,1.1,0.4,0.0,0.9,22.4,73.7
TX,58146,0.510528,1.4,1.9,0.2,0.1,1.9,37.0,59.3
TX,58146,0.357273,4.1,1.4,0.8,0.0,1.5,15.6,78.5
TX,58146,0.48357,0.9,0.8,0.4,0.0,0.8,61.1,37.8
TX,58146,0.5733699999999999,7.7,1.5,0.4,0.1,1.3,42.1,49.3
TX,58146,0.644473,15.9,0.9,5.0,0.2,2.2,27.6,50.1
TX,58146,0.506541,7.8,1.0,1.8,0.1,2.5,23.1,65.8
TX,58146,0.55917,1.2,3.0,3.7,0.0,1.3,47.8,45.8
TX,58146,0.543243,5.0,1.1,0.6,0.0,1.2,53.0,41.6
TX,58146,0.24416999999999997,0.9,0.8,0.4,0.0,0.9,11.2,86.2
TX,58146,0.59568,10.3,2.4,0.9,0.2,1.2,40.9,47.5
TX,58146,0.545529,4.7,1.1,1.3,0.1,1.9,37.3,55.9
TX,58146,0.623218,8.9,1.4,6.2,0.1,2.4,33.8,50.0
TX,58146,0.359469,9.6,0.7,0.5,0.0,1.6,9.2,78.9
TX,58146,0.35039000000000003,11.6,0.8,0.3,0.0,1.3,7.4,79.4
TX,58146,0.32870900000000003,8.7,1.0,0.5,0.0,2.0,7.4,81.1
TX,58146,0.533817,2.6,3.1,0.3,0.0,1.6,51.6,44.5
TX,58146,0.43151300000000004,1.2,1.0,0.6,0.1,0.9,69.9,28.2
TX,58146,0.326671,1.8,0.8,0.7,0.2,1.0,80.2,17.2
TX,58146,0.271318,3.0,1.0,0.4,0.1,1.6,10.0,84.7
TX,58146,0.575256,6.8,0.8,1.3,0.1,1.4,44.9,46.7
TX,58146,0.58408,22.8,0.8,1.1,0.1,1.4,17.5,57.7
TX,58146,0.655844,25.8,1.5,0.7,0.1,1.4,29.5,43.6
TX,58146,0.554663,4.9,1.5,0.7,0.1,1.7,50.4,43.4
TX,58146,0.521163,18.0,0.5,1.7,0.0,1.1,14.9,65.1
TX,58146,0.090279,0.7,0.6,0.7,0.0,0.3,95.3,3.7
TX,58146,0.613554,14.4,0.7,0.6,0.0,0.9,39.0,46.2
TX,58146,0.458657,2.9,1.4,0.6,0.0,1.7,26.6,68.5
TX,58146,0.503696,10.7,1.3,2.2,0.1,2.4,17.9,67.2
TX,58146,0.5429149999999999,8.7,1.5,1.0,0.1,1.9,27.7,61.0
TX,58146,0.226106,2.6,0.6,0.8,0.1,0.5,87.4,9.6
TX,58146,0.546895,6.7,0.9,5.6,0.1,2.5,23.8,62.3
TX,58146,0.51243,1.8,0.9,0.5,0.0,1.4,38.8,58.0
TX,58146,0.51668,2.9,1.9,0.5,0.0,1.0,57.3,39.2
TX,58146,0.35324,1.5,1.0,0.5,0.1,1.4,18.2,78.3
TX,58146,0.288075,4.9,1.0,0.6,0.1,1.3,9.3,83.7
TX,58146,0.486037,1.5,1.7,0.5,0.0,1.2,62.4,35.2
TX,58146,0.34023600000000004,1.7,1.2,0.6,0.1,1.3,17.4,79.3
TX,58146,0.12236199999999998,0.5,0.4,0.2,0.0,0.2,93.5,5.8
TX,58146,0.13258699999999998,1.2,0.9,0.1,0.1,0.7,92.9,6.4
UT,67481,0.24883400000000003,0.4,1.8,1.3,0.4,1.5,10.4,86.0
UT,67481,0.22569699999999998,0.5,1.2,0.9,0.2,1.8,9.0,87.5
UT,67481,0.269504,0.8,0.9,2.3,0.5,1.7,10.2,84.8
UT,67481,0.287184,0.7,1.4,0.9,0.2,1.7,12.9,83.4
UT,67481,0.132757,0.4,1.4,0.5,0.1,1.6,4.3,93.0
UT,67481,0.266785,1.4,0.7,2.0,0.7,2.4,8.8,85.1
UT,67481,0.260286,0.6,4.6,0.4,0.4,2.4,7.7,85.5
UT,67481,0.160412,0.4,1.0,0.5,0.1,0.9,6.3,91.4
UT,67481,0.177268,0.5,2.3,0.8,0.2,1.3,5.4,90.5
UT,67481,0.290772,0.7,4.3,1.0,0.1,2.0,9.8,83.5
UT,67481,0.242373,0.6,2.4,1.1,0.4,1.9,8.1,86.6
UT,67481,0.13642100000000001,0.5,1.0,0.4,0.2,1.5,4.5,92.8
UT,67481,0.151274,0.4,1.8,0.5,0.1,1.4,4.2,92.0
UT,67481,0.278008,0.7,1.9,0.8,0.2,1.3,13.2,83.9
UT,67481,0.090818,0.3,0.4,0.5,0.1,0.9,2.9,95.3
UT,67481,0.181427,0.2,0.9,0.5,0.1,1.0,8.1,90.1
UT,67481,0.114355,0.0,0.6,0.3,0.0,0.8,4.4,94.0
UT,67481,0.43041999999999997,1.9,1.3,3.7,1.6,2.5,17.6,73.2
UT,67481,0.5599649999999999,0.4,46.6,0.4,0.1,2.2,4.9,46.9
UT,67481,0.24530300000000002,1.0,1.6,0.8,0.6,1.6,9.6,86.3
UT,67481,0.145369,0.3,1.5,0.4,0.2,1.2,4.8,92.3
UT,67481,0.260788,0.7,0.6,1.5,0.2,1.5,11.3,85.2
UT,67481,0.28449,0.8,1.3,0.9,0.5,2.1,11.9,83.7
UT,67481,0.313116,0.5,7.8,0.6,0.4,2.1,7.9,82.1
UT,67481,0.287995,0.7,0.8,1.6,0.8,2.4,11.0,83.6
UT,67481,0.27060500000000004,0.4,0.9,1.1,0.2,1.4,12.9,84.4
UT,67481,0.260024,0.8,1.7,0.8,0.9,1.9,9.9,85.4
UT,67481,0.152124,0.1,1.0,0.8,0.3,1.5,5.4,91.9
UT,67481,0.369438,1.6,1.2,1.5,0.3,2.4,17.4,77.4
VA,66451,0.539878,28.0,0.6,0.6,0.2,1.5,9.0,61.1
VA,66451,0.37906100000000004,9.8,0.4,4.7,0.1,2.4,5.7,77.8
VA,66451,0.641095,22.4,0.8,6.8,0.2,3.0,16.9,52.4
VA,66451,0.15444000000000002,4.9,0.2,0.3,0.1,1.4,1.5,91.8
VA,66451,0.42053100000000004,22.3,0.6,0.7,0.1,1.5,3.0,72.7
VA,66451,0.388727,18.9,0.9,0.5,0.0,2.1,2.1,75.8
VA,66451,0.371659,19.9,0.3,0.3,0.0,1.7,1.2,76.7
VA,66451,0.552435,8.9,0.7,9.9,0.1,3.1,15.6,63.6
VA,66451,0.156634,4.2,0.2,0.6,0.0,1.2,2.3,91.7
VA,66451,0.14528,4.9,0.2,0.3,0.0,1.1,1.6,92.3
VA,66451,0.19302,5.9,0.3,1.2,0.0,1.3,1.9,89.6
VA,66451,0.403331,20.1,0.3,0.8,0.0,2.1,2.7,74.5
VA,66451,0.10185599999999999,3.5,0.1,0.3,0.0,0.8,0.6,94.7
VA,66451,0.12615099999999999,3.3,0.3,0.7,0.0,1.1,1.5,93.4
VA,66451,0.193176,5.7,0.3,1.0,0.0,1.9,1.7,89.6
VA,66451,0.518314,56.1,0.3,0.3,0.1,1.1,1.9,40.8
VA,66451,0.08515199999999999,2.9,0.1,0.3,0.0,0.6,0.5,95.6
VA,66451,0.506041,34.8,0.3,0.4,0.0,1.7,2.1,61.0
VA,66451,0.20759699999999998,5.3,1.1,0.6,0.3,2.0,2.2,88.8
VA,66451,0.325602,14.4,0.3,1.0,0.0,1.7,2.0,80.8
VA,66451,0.509671,28.4,0.8,0.8,0.1,3.0,4.0,63.8
VA,66451,0.098249,0.8,0.3,0.2,0.0,0.7,3.2,94.9
VA,66451,0.600308,47.3,7.2,0.4,0.1,2.7,1.7,41.2
VA,66451,0.46413699999999997,29.6,0.4,0.2,0.0,1.5,2.1,66.9
VA,66451,0.512658,19.3,0.4,6.7,0.1,3.1,4.9,66.5
VA,66451,0.552588,30.0,0.5,3.3,0.1,3.1,5.0,59.4
VA,66451,0.531245,23.2,0.6,3.6,0.1,2.5,7.7,63.8
VA,66451,0.229436,5.2,0.4,1.1,0.1,2.4,3.9,87.5
VA,66451,0.383305,13.0,0.5,3.3,0.2,2.2,4.7,77.2
VA,66451,0.32616100000000003,12.7,0.3,0.8,0.0,2.4,3.1,81.0
VA,66451,0.04334,0.2,0.2,0.2,0.0,0.8,1.0,97.8
VA,66451,0.45173100000000005,15.8,0.7,1.5,0.1,2.9,9.0,71.7
VA,66451,0.49766099999999996,32.3,0.5,0.5,0.0,2.2,2.4,63.0
VA,66451,0.550431,49.3,0.3,1.2,0.1,1.4,3.1,45.3
VA,66451,0.037544,0.4,0.2,0.1,0.0,0.5,0.7,98.1
VA,66451,0.49818999999999997,32.6,0.4,0.6,0.1,1.6,2.9,62.8
VA,66451,0.503525,63.6,0.4,1.1,0.1,1.1,5.4,29.8
VA,66451,0.546371,38.5,0.9,1.0,0.2,2.3,3.3,55.1
VA,66451,0.649676,9.9,0.7,18.8,0.1,3.4,16.2,52.7
VA,66451,0.580696,5.5,0.8,15.5,0.1,3.2,16.6,60.3
VA,66451,0.450661,4.9,0.4,9.4,0.1,4.0,9.7,72.6
VA,66451,0.326766,8.2,0.5,1.5,0.1,2.3,6.9,81.3
VA,66451,0.117069,1.9,0.2,0.5,0.0,1.2,2.6,93.9
VA,66451,0.355058,15.5,0.3,0.7,0.1,2.0,3.3,78.7
VA,66451,0.230233,8.2,0.4,0.5,0.0,1.2,2.7,87.3
VA,66451,0.532569,56.4,0.4,0.9,0.0,2.3,2.2,38.5
VA,66451,0.264651,4.6,0.5,1.4,0.1,1.9,7.1,85.3
VA,66451,0.571987,24.1,0.8,3.1,0.1,3.7,11.1,59.6
VA,66451,0.373039,6.7,0.3,0.6,0.3,1.9,14.1,77.6
VA,66451,0.087403,1.6,0.2,0.4,0.0,1.0,1.4,95.5
VA,66451,0.260291,8.5,0.5,0.8,0.0,2.3,2.9,85.5
VA,66451,0.37111700000000003,17.9,0.3,1.3,0.0,1.4,2.2,77.2
VA,66451,0.11878,2.2,0.2,0.2,0.0,1.0,2.8,93.8
VA,66451,0.269911,6.8,0.4,1.6,0.0,2.2,4.7,85.0
VA,66451,0.506892,59.2,0.3,0.5,0.0,0.9,2.0,37.7
VA,66451,0.506259,36.5,0.3,0.5,0.0,1.1,1.9,60.0
VA,66451,0.584464,49.7,0.5,2.4,0.2,3.6,5.1,40.5
VA,66451,0.268882,9.6,0.5,1.5,0.1,1.5,2.5,84.9
VA,66451,0.48182299999999995,8.2,0.7,4.0,0.2,2.4,18.2,69.0
VA,66451,0.591778,30.0,0.4,7.6,0.1,2.2,5.3,55.6
VA,66451,0.447298,22.0,0.3,0.6,0.0,1.7,5.2,70.8
VA,66451,0.049173,0.6,0.3,0.3,0.0,0.2,1.2,97.5
VA,66451,0.577249,39.1,0.5,1.1,0.2,3.0,6.8,51.4
VA,66451,0.44193699999999997,24.2,0.5,1.0,0.1,1.9,2.4,70.6
VA,66451,0.394935,13.7,0.4,2.5,0.1,2.6,5.3,76.3
VA,66451,0.416549,17.3,0.6,1.4,0.1,3.1,4.2,74.2
VA,66451,0.38710700000000003,17.6,1.4,0.8,0.0,2.2,2.3,76.2
VA,66451,0.492199,27.0,1.8,0.4,0.0,2.1,3.4,65.8
VA,66451,0.450788,28.2,0.2,0.7,0.0,1.1,1.7,68.5
VA,66451,0.13308699999999998,4.0,0.4,0.3,0.0,0.8,1.8,93.0
VA,66451,0.31561100000000003,9.7,0.3,2.3,0.1,2.1,4.0,82.0
VA,66451,0.587233,7.7,0.5,16.5,0.1,3.5,13.1,60.1
VA,66451,0.365537,17.2,0.4,0.5,0.0,2.2,2.5,77.7
VA,66451,0.518111,34.1,0.4,0.3,0.2,1.7,4.1,60.3
VA,66451,0.517655,28.6,0.4,2.9,0.1,2.1,3.3,63.1
VA,66451,0.262304,9.5,0.3,0.6,0.0,2.4,2.1,85.3
VA,66451,0.6908989999999999,15.0,1.3,9.7,0.3,3.7,34.7,39.4
VA,66451,0.662891,15.6,1.3,5.7,0.3,3.6,32.9,44.7
VA,66451,0.564655,45.0,0.3,1.0,0.0,2.0,4.4,48.0
VA,66451,0.242813,9.0,0.2,0.4,0.1,2.1,2.0,86.5
VA,66451,0.516253,35.2,0.3,1.0,0.1,1.6,2.6,59.9
VA,66451,0.361586,18.0,0.4,0.5,0.0,1.7,2.0,77.8
VA,66451,0.26612600000000003,4.1,0.3,5.7,0.1,2.2,2.9,85.3
VA,66451,0.31499699999999997,12.6,0.4,0.6,0.0,1.9,3.5,81.7
VA,66451,0.33995,13.7,1.0,1.1,0.0,2.2,2.4,80.0
VA,66451,0.6148939999999999,41.2,0.6,3.1,0.2,3.9,8.2,45.4
VA,66451,0.61266,42.8,0.7,3.7,0.2,3.4,7.3,44.3
VA,66451,0.57207,35.8,0.2,0.8,0.2,1.7,8.2,54.1
VA,66451,0.443375,25.0,0.2,0.4,0.1,1.2,3.4,70.2
VA,66451,0.242338,6.7,0.3,1.5,0.0,2.5,2.5,86.7
VA,66451,0.53813,39.4,0.6,0.4,0.1,1.4,4.1,55.2
VA,66451,0.348652,13.0,0.4,1.0,0.1,2.5,4.1,79.5
VA,66451,0.10417799999999999,2.1,0.2,0.4,0.0,1.1,1.8,94.6
